APP_ID,APP_NAME,CATEGORY,PRICE,CONTENT_RATING,DOWNLOADS,SIZE(M),CURRENT_VERSION,MIN_REQUIRED_ANDROID,LASTUPDATED,TOTAL_REVIEWS,AVERAGE_RATING,5RATING,4RATING,3RATING,2RATING,1RATING,DEVELOPER_SITE,DEVELOPER_CONTACT,DEVELOPER_NAME,Column1
com.outfit7.talkingangelafree,Talking Angela,Entertainment,0,Everyone,"10,000,000 - 50,000,000",Varies with device,Varies with device,2.3,12/6/2013,149946,4.4,108757,16880,9809,3913,10587,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingben,Talking Ben the Dog Free,Entertainment,0,Everyone,"10,000,000 - 50,000,000",Varies with device,Varies with device,2.2,11/26/2013,267261,4.51,198324,34185,17781,5509,11462,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,
com.outfit7.talkingbenpro,Talking Ben the Dog,Entertainment,9.99,Everyone,"100,000 - 500,000",Varies with device,Varies with device,2.2,12/19/2013,2364,4.14,1508,333,149,84,290,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingbird,Talking Larry the Bird,Entertainment,0.99,Everyone,"100,000 - 500,000",9.5,1.1.6,1.5,4/15/2013,3175,4.25,1965,594,287,105,224,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkinggina,Talking Gina the Giraffe Free,Entertainment,0,Everyone,"10,000,000 - 50,000,000",12,1.2.4,2.1,12/19/2013,86230,4.33,60283,10065,6620,2614,6648,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,
com.outfit7.talkingginapro,Talking Gina the Giraffe,Entertainment,0.99,Everyone,"50,000 - 100,000",12,1.2.4,2.1,12/19/2013,919,4.23,603,133,70,17,96,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkinggingerfree,Talking Ginger,Entertainment,0,Everyone,"10,000,000 - 50,000,000",Varies with device,Varies with device,2.2,12/19/2013,430279,4.62,337452,51746,22192,6153,12736,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingharry,Talking Harry the Hedgehog,Entertainment,0.99,Everyone,"100,000 - 500,000",11,1.1.6,1.5,9/17/2013,1077,4,619,151,121,55,131,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkinghippo,Talking Baby Hippo,Entertainment,0.99,Everyone,"100,000 - 500,000",6.4,1.2.7,1.5,9/17/2013,1964,4.06,1120,319,236,98,191,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkinglila,Talking Lila the Fairy,Entertainment,0.99,Everyone,"100,000 - 500,000",8.1,1.0.9,2.1,4/15/2013,1705,4.03,1021,251,129,65,239,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingnews,Talking Tom & Ben News,Entertainment,0.99,Everyone,"50,000 - 100,000",8.2,1.0.2,2.1,12/19/2013,697,4.39,516,62,46,20,53,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingnewsfree,Talking Tom & Ben News Free,Entertainment,0,Everyone,"10,000,000 - 50,000,000",9.3,1.0.2,2.1,12/19/2013,133869,4.52,103446,13354,7313,2712,7044,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingpierre,Talking Pierre the Parrot,Entertainment,0.99,Everyone,"100,000 - 500,000",Varies with device,Varies with device,2.2,12/19/2013,936,4.45,707,98,43,18,70,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingpierrefree,Talking Pierre the Parrot Free,Entertainment,0,Everyone,"10,000,000 - 50,000,000",Varies with device,Varies with device,2.2,12/20/2013,124873,4.46,93299,13532,7766,3249,7027,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingrex,Talking Rex the Dinosaur,Entertainment,0.99,Medium Maturity,"100,000 - 500,000",15,1.1.5,1.5,4/15/2013,2013,3.97,1140,285,222,110,256,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingroby,Talking Roby Celik the Robot,Entertainment,0.99,Everyone,"50,000 - 100,000",25,1.1.7,1.6,4/15/2013,963,4.18,604,133,104,35,87,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingrobyfree,Talking Roby Celik Free,Entertainment,0,Low Maturity,"10,000,000 - 50,000,000",24,1.1.5,1.6,12/19/2013,58146,4.13,35871,7982,5894,2659,5740,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,
com.outfit7.talkingsantafree,Talking Santa,Entertainment,0,Low Maturity,"10,000,000 - 50,000,000",Varies with device,Varies with device,2.2,12/19/2013,139778,4.29,91900,20549,12545,4878,9906,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingsantaginger,Talking Santa meets Ginger +,Entertainment,0.99,Everyone,"50,000 - 100,000",9.7,1.1.1,2.1,12/19/2013,392,4.18,267,39,25,13,48,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingsantagingerfree,Talking Santa meets Ginger,Entertainment,0,Everyone,"10,000,000 - 50,000,000",11,1.1.1,2.1,12/19/2013,45819,4.41,34340,4068,2679,1302,3430,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingtom,Talking Tom Cat Free,Entertainment,0,Medium Maturity,"50,000,000 - 100,000,000",Varies with device,Varies with device,2.2,12/4/2013,582207,4.53,423589,92825,36822,10517,18454,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingtom2,Talking Tom Cat 2,Entertainment,0.99,Everyone,"100,000 - 500,000",Varies with device,Varies with device,2.2,12/19/2013,6990,4.4,5020,963,330,159,518,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingtom2free,Talking Tom Cat 2 Free,Entertainment,0,Everyone,"100,000,000 - 500,000,000",Varies with device,Varies with device,2.2,12/19/2013,667975,4.58,518259,78553,34865,11254,25044,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.talkingtompro,Talking Tom Cat,Entertainment,0.99,Medium Maturity,"500,000 - 1,000,000",Varies with device,Varies with device,2.2,12/4/2013,22651,4.55,16518,3867,1160,321,785,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.tomlovesangelafree,Tom Loves Angela,Entertainment,0,Everyone,"10,000,000 - 50,000,000",11,1.0.1,2.1,11/15/2013,123088,4.46,93286,11755,7026,2876,8145,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.tomslovelettersfree,Tom's Love Letters,Entertainment,0,Everyone,"10,000,000 - 50,000,000",Varies with device,Varies with device,2.2,12/19/2013,99686,4.49,72226,14037,7119,2157,4147,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outfit7.tomsmessengerfree,Tom's Messenger,Social,0,Everyone,"5,000,000 - 10,000,000",10,1.2.2,2.1,12/19/2013,70531,4.48,51302,9885,4668,1431,3245,http://outfit7.com/contact/android/,da39a3ee5e6b4b0d3255bfef95601890afd80709,c8d65f3db62a9d0a5d2d777b426864ad303d9094,http://outfit7.com/privacy/
com.outlook.Z7,Outlook.com,Communication,0,Everyone,"10,000,000 - 50,000,000",6.9,7.8.2.12.49.2176,2.2,12/2/2013,129493,2.93,42993,15787,11103,8556,51054,http://explore.live.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,ef3d9a6d027afc46f5999bc52f777113789b8fd2,
com.paksol.aquarium.wallpapers,Aquarium live wallpapers,Personalization,0,Low Maturity,"1,000 - 5,000",8.5,1,2.2,11/30/2013,26,3.96,17,3,0,0,6,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.deerhuntingcalls,Deer Hunting Calls,Sports,0,Low Maturity,"10,000 - 50,000",3.1,1.0.2,2.2,9/25/2013,56,3.91,33,6,6,1,10,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.duckhuntingcalls,Duck Hunting Calls,Sports,0,Low Maturity,"5,000 - 10,000",1.5,1.0.2,2.2,9/21/2013,24,3.92,16,2,0,0,6,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.earth.wallpapers,Earth Live Wallpapers,Personalization,0,Low Maturity,"5,000 - 10,000",1.2,1.0.1,2.1,9/21/2013,37,4.43,27,4,3,1,2,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.forest.wallpapers,Forest Live Wallpapers,Personalisation,0,Low Maturity,"5,000 - 10,000",10,1.0.1,2.2,9/21/2013,49,4.45,38,5,1,0,5,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.fruits.wallpapers,Fruits Live Wallpapers,Personalization,0,Low Maturity,"10,000 - 50,000",5.9,1.0.2,2.2,9/21/2013,57,4.09,35,9,3,3,7,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.guns.wallpapers,Guns Live Wallpapers,Personalization,0,Low Maturity,"5,000 - 10,000",12,1.0.2,2.2,10/27/2013,41,4.37,29,5,3,1,3,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.howdraw.pro,How to draw,Education,0,Low Maturity,"50,000 - 100,000",12,1.0.1,2.2,9/21/2013,243,4.26,171,23,17,5,27,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.madina.wallpapers,Madina Live Wallpapers,Personalisation,0,Low Maturity,"10,000 - 50,000",8.9,1.0.1,2.2,9/21/2013,148,4.61,120,14,4,5,5,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.makkah.wallpapers,Makkah Live Wallpapers,Personalization,0,Low Maturity,"10,000 - 50,000",7.7,1.0.1,2.2,9/21/2013,318,4.69,274,16,11,8,9,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.mosquitorepellent,Mosquito Repellent,Lifestyle,0,Low Maturity,"5,000 - 10,000",2.3,1.0.1,2.2,9/21/2013,40,4.23,29,3,2,0,6,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.universe.wallpapers,Universe Live Wallpapers,Personalization,0,Low Maturity,"5,000 - 10,000",7.1,1.0.1,2.2,9/21/2013,76,4.2,51,10,4,1,10,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.whitetailhuntingcalls,Whitetail Hunting Calls,Sports,0,Low Maturity,"10,000 - 50,000",1.9,1.0.1,2.2,9/21/2013,32,4.22,21,5,2,0,4,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.paksol.windows.wallpapers,Windows 8 Live Wallpapers,Personalisation,0,Low Maturity,"100,000 - 500,000",6.5,1.0.2,2.2,9/21/2013,965,4.31,654,135,74,25,77,,dd4d01ee8ea89cd364496bcd69eb91adaa11ab89,3fbca04fa94d614b2c5971619a1e80667903ec0d,
com.palette.wall,Color Paint Live Wallpaper,Personalization,0,Everyone,"1,000 - 5,000",0.79,Try,2.1,6/25/2013,16,4.44,12,2,0,1,1,https://sites.google.com/site/livewallpaperstudio/,f68d1e99818a82ddad7268477508c798c0ae4e9b,bc809f066b409aaaf8bf619a66e3bc3a53f2130f,
com.pandora.android,Pandora® internet radio,Music & Audio,0,Everyone,"100,000,000 - 500,000,000",Varies with device,Varies with device,Varies with device,12/18/2013,1121935,4.47,802019,179849,59809,25385,54873,http://www.pandora.com,c95c67b3b85e65319edcfa8bf050141bf2c3c64a,29cc76b7b377fb9d7de9838ca1fdf0b359c26bc7,http://www.pandora.com/privacy
com.pandora.android.gtv,Pandora® radio for Google TV,Music & Audio,0,Everyone,"1,000,000 - 5,000,000",3.2,1.3.1,3,1/23/2012,274,3.11,108,35,15,12,104,http://www.pandora.com,c95c67b3b85e65319edcfa8bf050141bf2c3c64a,29cc76b7b377fb9d7de9838ca1fdf0b359c26bc7,
com.papp.free.fakecall,Fake Call,Entertainment,0,Low Maturity,"10,000 - 50,000",1.2,1.1.0,2.2,11/23/2013,98,3.76,50,14,10,8,16,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.papps.mantra.hanuman,Hanuman Mantra and Tempel,Music & Audio,0,Everyone,"1,000 - 5,000",4.8,1.0.1,1.5,9/4/2013,12,4.75,10,1,1,0,0,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.papps.mantra.shivtandav,Shiv Tandav Mantra,Music & Audio,0,Low Maturity,"5,000 - 10,000",5.9,1.1,1.5,9/30/2013,57,4.67,45,7,3,2,0,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.parindeyapps.Diwali,Shubh Diwali Live Wallpaper,Personalisation,0,Everyone,"100,000 - 500,000",1.5,1.3.0,2.1,10/22/2013,611,4.62,475,85,21,13,17,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.parindeyapps.aquariamlwp.fresh,Aquarium Live Wallpaper,Personalisation,0,Everyone,"100,000 - 500,000",1.9,1.1,2.1,10/11/2013,401,4.13,243,69,36,5,48,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.parindeyapps.bubble.aquariam,Bubble Aquarium Live Wallpaper,Personalisation,0,Low Maturity,"50,000 - 100,000",2,1.1,2.1,9/16/2013,140,4.21,85,25,15,4,11,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.parindeyapps.flowers,Flowers Live Wallpaper,Personalisation,0,Low Maturity,"500,000 - 1,000,000",2.6,1.2.1.011,2.2,12/10/2013,2330,4.42,1611,379,158,63,119,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.parindeyapps.forest,Forest Live Wallpaper,Personalization,0,Low Maturity,"100,000 - 500,000",2.4,1.1.0,2.1,9/17/2013,685,4.18,429,102,63,27,64,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.parindeyapps.krishnajilive,Krishna Ji Live Wallpaper,Personalization,0,Low Maturity,"100,000 - 500,000",2.3,1.2.1,2.1,12/15/2013,823,4.64,655,98,33,15,22,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.parindeyapps.pencilsketch,Pencil Sketch,Photography,0,Low Maturity,"1,000 - 5,000",1,1,2.2,11/22/2013,20,3.65,8,5,2,2,3,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.parindeyapps.tirupatibalaji,Tirumala Tirupati Balaji LWP,Personalisation,0,Low Maturity,"50,000 - 100,000",2.9,1.1.1,2.1,11/23/2013,330,4.7,269,41,8,6,6,,ce5048dc9910d6ce3da5236037201224abbcfdbd,1bb4aa5caf40f91ea88011a7f9c15ecc2d30f4ba,
com.pawprintgames.kamiretro.global,KAMI RETRO,Casual,0,Low Maturity,"500,000 - 1,000,000",41,1.6,2.3,12/11/2013,2361,3.79,1234,346,244,132,405,http://us.gamevil.com/games.php,9b124887ee46a6c5b32313fe2dea11422b4031bb,3c1391f5aab52b2a33634d928953233ab1714e9f,
com.paypal.android.p2pmobile,PayPal,Finance,0,Low Maturity,"10,000,000 - 50,000,000",15,5.3,2.2,12/17/2013,62895,4.1,37340,11355,4687,2328,7185,https://www.paypal.com/mobile,fa291f0c0fe0ad856e5ead6e81311729516513fe,91e101ecd8e7e5c3eabe02daf464658f1483b04a,https://cms.paypal.com/us/cgi-bin/?cmd%3D_render-content%26content_ID%3Dua/Privacy_popup
com.paypal.android.paypalinstore,PayPal inStore,Shopping,0,Low Maturity,"10,000 - 50,000",1.7,1.0.3,2.1,7/26/2013,117,2.92,38,16,10,5,48,https://www.paypal.co.uk/instore,cf32e7a062e4bf2136191964d246cc0949e62b61,91e101ecd8e7e5c3eabe02daf464658f1483b04a,
com.paypal.here,PayPal Here™,Business,0,Low Maturity,"500,000 - 1,000,000",10,1.7.3,2.3.3,11/20/2013,5094,3.81,2882,643,312,214,1043,http://www.paypal.co.uk/here,f7047c054a95870bf88378e5ffdcdba66b87f568,91e101ecd8e7e5c3eabe02daf464658f1483b04a,https://cms.paypal.com/uk/cgi-bin/marketingweb?cmd%3D_render-content%26content_ID%3Dua/Privacy_full%26locale.x%3Den_GB
com.peel.app,Peel Smart Remote (Galaxy Tab),Entertainment,0,Low Maturity,"10,000,000 - 50,000,000",22,3.2.6,3.2,12/19/2013,36500,4.15,19778,9428,3244,1224,2826,http://www.peel.com,18818d78b71b6889dacf28b247bc2e6d9e8c6435,6db174eac0ebb65c1a7b6c3d41a8610bca83ad16,http://peel.com/privacy
com.pengue,Penguin escape game,Arcade and Action,0,Everyone,100 - 500,3.4,1,2.2,12/12/2013,9,4.11,7,0,0,0,2,,7a5e76f9cd2451cd0e4c1143d7aa34fa7096c820,86a8c5ac98b7d95376f9036583873214defb1a4c,
com.perfectpiano.drum.analogkit,New HipHop Drum Sound Plugin,Casual,0,Everyone,"1,000,000 - 5,000,000",2.8,1.1,2.2,12/26/2013,5610,3.65,2889,684,470,326,1241,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.drum.larsulrich,Metal Kit Sound Plugin,Casual,0,Everyone,"100,000 - 500,000",0.3,1.1,2.2,12/26/2013,2104,3.73,1101,274,188,144,397,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.guitar.acousticbass,AcousticBass Sound Plugin,Casual,0,Everyone,"10,000 - 50,000",1.1,1.2,2.2,12/22/2013,182,4.03,115,19,13,9,26,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.keyboards.acousticbass,Acoustic Bass Sound Plugin,Casual,0,Everyone,"50,000 - 100,000",1.1,1.1,2.2,12/22/2013,1565,3.8,839,226,136,80,284,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.keyboards.eleguitar,Clean Electric Guitar Plugin,Casual,0,Everyone,"1,000,000 - 5,000,000",1.4,1.2,2.2,12/26/2013,5699,3.76,3033,743,534,298,1091,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.keyboards.elepiano,Electric Piano Sound Plugin,Music & Audio,0,Everyone,"100,000 - 500,000",3,1.3,2.2,11/30/2013,847,4.07,525,108,69,37,108,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.keyboards.nylonguitar,Nylon Guitar Sound Plugin,Casual,0,Everyone,"100,000 - 500,000",1.8,1.2,2.2,11/30/2013,932,3.82,509,112,95,63,153,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.keyboards.saporanosax,SopranoSax Sound Plugin,Casual,0,Everyone,"50,000 - 100,000",3.8,1.2,2.2,12/17/2013,877,3.93,485,146,72,50,124,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.keyboards.stringensemble,String Ensemble Sound Plugin,Casual,0,Everyone,"500,000 - 1,000,000",3.4,1.1,2.2,12/26/2013,4057,3.89,2270,557,369,255,606,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.keyboards.violin,Violin Sound Plugin,Casual,0,Everyone,"10,000 - 50,000",6,1.3,2.2,12/28/2013,447,4.09,283,58,26,21,59,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.perfectpiano.keyboards.yamahap200,High Quality Grand Piano Sound,Casual,0,Everyone,"10,000 - 50,000",7.7,1.2,2.2,12/15/2013,1068,4.12,676,151,62,50,129,http://www.revontuletsoft.com/index.html,54fce202b096a691228d8d531098c5dae627166b,bf095963c9081cc4b71936ac21bb1b454438e4cb,
com.periodical.MS,Period and Ovulation Tracker,Health & Fitness,0,Everyone,"1,000 - 5,000",0.3,1,2.2,11/14/2013,15,3.2,6,3,0,0,6,,9e68c0b787d305a39ebd2b09f3490720897cb060,b5978b8006d9d874853e591686f187c682be7eb5,
com.peterNT.Android,Android Robot Wallpapers,Personalization,0,Everyone,"10,000 - 50,000",4.9,1.05,2.2,9/12/2013,175,4.55,125,31,11,6,2,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.BMW,Need for Racing,Racing,0,Everyone,"100,000 - 500,000",4.8,1.02,2.2,11/3/2013,769,3.9,467,78,51,23,150,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.Balloon,Hot-air Balloon,Entertainment,0,Everyone,"10,000 - 50,000",4.8,1.05,2.2,9/15/2013,45,4.18,31,5,2,0,7,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.Broken,Broken Screen Live Wallpaper,Casual,0,Everyone,"10,000 - 50,000",5.4,1.06,2.2,9/16/2013,138,3.81,73,20,13,10,22,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.Danboard,3D Danbo Wallpaper,Personalization,0,Everyone,"10,000 - 50,000",5,1.06,2.2,9/16/2013,134,4.49,90,29,9,2,4,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.Father,Violence Drag Racing,Racing,0,Everyone,"100,000 - 500,000",4.8,1.02,2.2,9/12/2013,1168,3.94,641,182,131,59,155,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.Hawaii,Hawaii Paradise Wallpaper,Photography,0,Everyone,"10,000 - 50,000",5.8,1.06,2.2,9/16/2013,162,4.49,113,33,5,5,6,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.London,London Wallpaper,Media & Video,0,Everyone,"10,000 - 50,000",4.8,1.06,2.2,9/17/2013,92,4.34,60,15,9,4,4,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.Maldives,Maldives HD Wallpaper,Travel & Local,0,Everyone,"10,000 - 50,000",4.9,1.05,2.2,9/15/2013,62,4.44,41,13,3,4,1,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.Midnight,Midnight Drift Racing,Racing,0,Everyone,"50,000 - 100,000",5.2,1.02,2.2,9/12/2013,155,3.37,73,16,11,6,49,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.Moto,Madness Moto Racing,Racing,0,Everyone,"50,000 - 100,000",5,1.06,2.2,9/13/2013,152,3.76,81,21,12,8,30,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
com.peterNT.Neonflowers,3D Neon Flowers,Media & Video,0,Everyone,"10,000 - 50,000",5.3,1.06,2.2,9/17/2013,63,4.29,39,13,6,0,5,,91c622c34b17e3750e81add2d6017a55661e2ddc,54b21a0e3a587b32868162ee446286d3141a0530,
