APP_ID,APP_NAME,CATEGORY,PRICE,CONTENT_RATING,DOWNLOADS,SIZE(M),CURRENT_VERSION,MIN_REQUIRED_ANDROID,LASTUPDATED,TOTAL_REVIEWS,AVERAGE_RATING,5RATING,4RATING,3RATING,2RATING,1RATING,DEVELOPER_SITE,DEVELOPER_CONTACT,DEVELOPER_NAME,Column1
com.a51667936251858cd1515694a.a89929426a,Sprint Racing News Pro,Sports,0,Medium Maturity,"10,000 - 50,000",1.1,1.02,2.2,11/25/2013,12,4.25,9,1,0,0,2,,cdae4ab4cac99b941627baf304ed769db054359e,6b967a6b5f7ce037b017b77d78f08dd333d86a94,https://policy-portal.truste.com/core/privacy-policy/Boosk/c955e748-c847-4055-a4f7-dff7114eed2f
com.a57352894152840c02406ef4a.a40384227a,Abdul Basit Abdul Samad Quran,Education,0,Medium Maturity,"1,000 - 5,000",1.1,1.01,2.2,12/27/2013,4,4.75,3,1,0,0,0,,cdae4ab4cac99b941627baf304ed769db054359e,6b967a6b5f7ce037b017b77d78f08dd333d86a94,https://policy-portal.truste.com/core/privacy-policy/Boosk/c955e748-c847-4055-a4f7-dff7114eed2f
com.a60127140514e0141475993a.a74424198a,Best Tai Chi Method,Health & Fitness,0,Low Maturity,"500 - 1,000",1,1.01,2.2,3/24/2013,0,0,0,0,0,0,0,http://www.rappiddesigns.com,b5300df34ccde9aac76027309243dc43969d0fef,cbbbf8be5d2bdd61b12ecd352c619d473757541f,
com.a751130109505a0a2a773271a.a27163238a,Austin Texas News,News & Magazines,0,Low Maturity,"1,000 - 5,000",0.76,1.01,2.2,9/26/2012,3,3.33,1,0,1,1,0,http://flintmusiclessons.com,c53509c370c06c6d06424fff52a443cba346c3f8,18ec06f73509760c403ee947985c34f6e8667f5b,
com.a778369436519888d3a978a7a.a58234953a,God Love Daily Devotionals,Education,0,Medium Maturity,"5,000 - 10,000",1.2,1.01,2.2,12/11/2013,9,3.89,5,2,0,0,2,,cdae4ab4cac99b941627baf304ed769db054359e,6b967a6b5f7ce037b017b77d78f08dd333d86a94,https://policy-portal.truste.com/core/privacy-policy/Boosk/c955e748-c847-4055-a4f7-dff7114eed2f
com.a798223247514f448ee54bb0a.a19357129a,Moroccan recipes,Lifestyle,0,Low Maturity,"500 - 1,000",2.7,1.01,2.2,3/24/2013,1,1,0,0,0,0,1,,a2732a3ba6dfaf2050d37c567c9c3b1e0ead7385,8137133ec2e6cf0ed266b97aef81c7ace22dc410,
com.a80636973250c1f8233a81d5a.a31749168a,NFL Redzone Info,Sports,0,Low Maturity,"1,000 - 5,000",2.7,1.02,2.2,1/10/2013,6,3.5,3,1,0,0,2,http://megashopshop.com/category/nfl-redzone/,a2732a3ba6dfaf2050d37c567c9c3b1e0ead7385,8137133ec2e6cf0ed266b97aef81c7ace22dc410,
com.a901068011511792bf5f7580a.a80595868a,UFC App,Sports,0,Medium Maturity,"1,000 - 5,000",1.2,1.01,2.2,2/10/2013,10,3.6,5,2,0,0,3,,a2732a3ba6dfaf2050d37c567c9c3b1e0ead7385,8137133ec2e6cf0ed266b97aef81c7ace22dc410,
com.a989723024517ae604a122d2a.a85267164a,Max Lucado Devotional Fan Pro,Education,0,Medium Maturity,"5,000 - 10,000",1,1.01,2.2,4/26/2013,6,4.67,4,2,0,0,0,,cdae4ab4cac99b941627baf304ed769db054359e,6b967a6b5f7ce037b017b77d78f08dd333d86a94,https://policy-portal.truste.com/core/privacy-policy/Boosk/c955e748-c847-4055-a4f7-dff7114eed2f
com.aapvs.bestapps.jokes.ru.lite,Jokes,Books & Reference,0,Medium Maturity,"100,000 - 500,000",2.2,5.9,2.1,12/5/2013,2021,4.34,1358,343,120,51,149,,21f45b485132d12406040ecf1e18af9a96ea53a9,638fc49bee548112b055ef6349933ef475e3756e,
com.aapvs.bestapps.lovestories.ru.lite,Love Stories,Books & Reference,0,Medium Maturity,"50,000 - 100,000",2.1,5.9,2.1,12/5/2013,986,4.54,746,122,61,18,39,,21f45b485132d12406040ecf1e18af9a96ea53a9,638fc49bee548112b055ef6349933ef475e3756e,
com.aapvs.bestapps.scarystories.ru.lite,Scary Stories,Books & Reference,0,Medium Maturity,"100,000 - 500,000",2.1,5.9,2.1,12/5/2013,2849,4.32,1977,361,208,58,245,,21f45b485132d12406040ecf1e18af9a96ea53a9,638fc49bee548112b055ef6349933ef475e3756e,
com.aashiqui.ashiqui.video.songs,Aashiqui2 Video Songs,Entertainment,0,Medium Maturity,"10,000 - 50,000",4.1,1,2.2,10/24/2013,116,4.11,71,17,11,4,13,,e2e9995e6c3299d211505a00efacc4a16d6217c5,ae40a126daa4d81818f10bd2685e63c1f9053de9,
com.accuweather.android,AccuWeather,Weather,0,Low Maturity,"10,000,000 - 50,000,000",7,3.2.6.5,2.2,12/17/2013,457586,4.35,257626,141599,34543,8823,14995,http://www.accuweather.com,6e70baced00b461e855af70607a1743e0c5ac26c,225452a67a6b27b4f1056a2028e5845730ffc377,http://m.accuweather.com/en/privacy
com.accuweather.android.gtv.sony,AccuWeather for Sony Google TV,Weather,0,Low Maturity,"10,000 - 50,000",12,1.2.5,3,8/16/2012,26,3.85,13,5,2,3,3,http://accuweather.com,6e70baced00b461e855af70607a1743e0c5ac26c,225452a67a6b27b4f1056a2028e5845730ffc377,http://www.accuweather.com/m/Legal/Privacy.aspx
com.accuweather.android.tablet,AccuWeather for Google TV,Weather,0,Low Maturity,"500,000 - 1,000,000",13,1.2.7,3,7/25/2013,767,2.84,203,103,98,97,266,http://www.accuweather.com,6e70baced00b461e855af70607a1743e0c5ac26c,225452a67a6b27b4f1056a2028e5845730ffc377,http://www.accuweather.com/m/Legal/Privacy.aspx
com.accuweather.android.tablet.sony,AccuWeather for Sony Tablet S,Weather,0,Low Maturity,"100,000 - 500,000",12,1.2.5,3,4/10/2012,103,3.64,42,24,12,8,17,http://www.accuweather.com,6e70baced00b461e855af70607a1743e0c5ac26c,225452a67a6b27b4f1056a2028e5845730ffc377,http://www.accuweather.com/m/Legal/Privacy.aspx
com.accuweather.android.tablet.sonys2,AccuWeather for Sony Tablet P,Weather,0,Low Maturity,"5,000 - 10,000",7.6,1.1.8,3,4/10/2012,7,4.71,6,0,1,0,0,http://accuweather.com,6e70baced00b461e855af70607a1743e0c5ac26c,225452a67a6b27b4f1056a2028e5845730ffc377,http://www.accuweather.com/m/Legal/Privacy.aspx
com.accuweather.paid.android,AccuWeather Platinum,Weather,0.99,Low Maturity,"100,000 - 500,000",7.1,3.2.9.6.paid,2.2,12/17/2013,26584,4.19,14069,7573,2310,1057,1575,http://www.AccuWeather.com,6e70baced00b461e855af70607a1743e0c5ac26c,225452a67a6b27b4f1056a2028e5845730ffc377,http://m.accuweather.com/en/privacy
com.accuweather.sony,AccuWeather - Sony SmartWatch,Lifestyle,1.09,Low Maturity,"500 - 1,000",2.8,1.0.71,4,12/13/2013,23,3.26,7,5,3,3,5,http://accuweather.com,6e70baced00b461e855af70607a1743e0c5ac26c,225452a67a6b27b4f1056a2028e5845730ffc377,http://m.accuweather.com/en/privacy
com.aceviral.ag2,Angry Gran 2,Arcade and Action,0,Low Maturity,"5,000,000 - 10,000,000",16,1.0.8,2.2,9/25/2013,27828,4.28,18569,4064,2079,701,2415,http://www.AceViral.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.agrr,Angry Gran RadioActive Run,Racing,0,Everyone,"5,000,000 - 10,000,000",10,1.1.9,2.2,11/29/2013,14859,4.01,9288,1538,1143,639,2251,http://www.aceviral.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.angrygran,Angry Gran Best Free Game,Arcade and Action,0,Low Maturity,"5,000,000 - 10,000,000",17,1.7,2.1,8/13/2013,93238,4.48,68947,11440,6106,1882,4863,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.angrygranrun,Angry Gran Run - Running Game,Racing,0,Low Maturity,"10,000,000 - 50,000,000",21,1.8.0.3,2.2,11/28/2013,160980,4.45,114350,24446,10919,3417,7848,http://www.aceviral.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.angrygrantoss,Angry Gran Toss,Arcade and Action,0,Everyone,"1,000,000 - 5,000,000",16,1.1.1,2.2,12/11/2013,23435,4.39,16244,3443,1771,532,1445,http://www.AceViral.com,a1003e9571f8482c9b7c4de0c0bc48d5eb724021,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.atvdistance,ATV Racing Game,Racing,0,Everyone,"100,000 - 500,000",28,1.0.4,2.2,12/23/2013,4379,3.91,2294,745,512,303,525,http://www.AceViral.com,a1003e9571f8482c9b7c4de0c0bc48d5eb724021,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.bikemania,Bike Mania - Racing Game,Racing,0.99,Everyone,"10,000 - 50,000",13,1.1.3,2.1,10/20/2011,770,4.33,467,203,37,16,47,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.bikemaniafree,Bike Mania Moto Free - Racing,Racing,0,Everyone,"5,000,000 - 10,000,000",14,1.4.4,2.1,9/27/2013,43200,4.34,29400,6214,3349,1266,2971,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.bikemaniafullfree,Bike Game - Bike Mania Racing,Racing,0,Everyone,"50,000 - 100,000",15,1,2.1,12/3/2013,648,4.02,370,96,69,49,64,http://www.AceViral.com,a1003e9571f8482c9b7c4de0c0bc48d5eb724021,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.bmxstunts,BMX STUNTS,Racing,0,Everyone,"1,000,000 - 5,000,000",18,1.2.4,2.1,10/1/2013,5670,4.3,4048,538,358,164,562,http://www.AceViral.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.clowningaround,Clowning Around - Puzzle Game,Brain and Puzzle,0.99,Everyone,"10,000 - 50,000",7.9,1.3,1.6,11/8/2011,730,4.51,470,197,40,8,15,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.clowningaroundfree,Clowning Around Free,Brain and Puzzle,0,Everyone,"500,000 - 1,000,000",7.9,1.3.2,2.1,10/1/2013,4821,4.39,3090,1022,402,113,194,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.clowningaroundwallpaper,Clowning Around Live Wallpaper,Personalisation,0,Everyone,"10,000 - 50,000",2.9,1,2.1,9/20/2011,218,4.21,153,19,12,6,28,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.firsttvinnytheviking,Zombie killer,Arcade and Action,0,Medium Maturity,"500,000 - 1,000,000",18,1.0.0.6,2.1,9/10/2012,2801,4.28,1949,298,192,107,255,http://www.AceViral.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.mafiashootout,Mafia Game - Mafia Shootout,Arcade and Action,0,Medium Maturity,"1,000,000 - 5,000,000",12,1.2.1,2.1,10/1/2013,24984,4.43,18042,3189,1714,652,1387,http://www.aceviral.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.mentalmouse,MotoCross Race - SuperBike,Racing,0,Everyone,"1,000,000 - 5,000,000",10,1.1.5,2.1,9/10/2013,5169,4.08,3324,567,373,190,715,http://www.AceViral.com,a1003e9571f8482c9b7c4de0c0bc48d5eb724021,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.rage,Rage Truck Free,Racing,0,Low Maturity,"1,000,000 - 5,000,000",15,1.1.3,2.1,10/21/2013,8713,4.22,5376,1516,874,286,661,http://www.aceviral.com/,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.santarider,Santa Rider - Racing Game,Racing,0,Everyone,"1,000,000 - 5,000,000",6.8,1.0.5,2.2,12/23/2013,8831,3.84,4646,1311,958,633,1283,http://www.AceViral.com,a1003e9571f8482c9b7c4de0c0bc48d5eb724021,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.sherwoodshooter,Sherwood Shooter - Apple Shoot,Arcade and Action,0,Medium Maturity,"1,000,000 - 5,000,000",5.1,1.2.4,2.1,9/23/2013,11806,4.33,8343,1252,924,390,897,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.speedboat,SpeedBoat Shooting,Arcade and Action,0,Medium Maturity,"1,000,000 - 5,000,000",10,1.0.3,2.1,10/1/2013,32907,4.48,24835,3581,1874,720,1897,http://www.aceviral.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.stickmanstunts,StickMan BMX Stunts Bike,Racing,0,Everyone,"1,000,000 - 5,000,000",22,1.2.4,2.1,10/1/2013,14183,4.26,9264,2078,1227,462,1152,http://www.aceviral.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.toptruck,Top Truck,Racing,0.99,Everyone,"10,000 - 50,000",11,1,2.1,10/7/2011,173,4.22,104,36,15,3,15,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.toptruckfree,Top Truck Free,Racing,0,Everyone,"5,000,000 - 10,000,000",16,1.3.9,2.1,10/21/2013,47118,4.39,32810,6595,3633,1238,2842,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.warzonegetaway,Warzone Getaway Counter Strike,Arcade and Action,0,Low Maturity,"1,000,000 - 5,000,000",12,1.1.8,2.1,10/1/2013,14373,4.52,10877,1731,845,264,656,http://www.AceViral.com,e9ce643686fbaa32ed58292f5e57139f03bc33e2,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.words,Word Games with Angry Gran,Brain and Puzzle,0,Everyone,"500,000 - 1,000,000",25,1.0.5,2.2,10/1/2013,7803,4.5,5226,1662,648,116,151,http://www.AceViral.com,a1003e9571f8482c9b7c4de0c0bc48d5eb724021,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.aceviral.zombiedefense,Zombie Defense - Zombie Game,Arcade and Action,0,Medium Maturity,"500,000 - 1,000,000",15,1.2,2.1,10/1/2013,7964,4.48,5991,899,445,142,487,http://www.AceViral.com,da39a3ee5e6b4b0d3255bfef95601890afd80709,4ae832f06304f423ac5a8c02fdb78c1eb71726c7,
com.acks.frog,Tap the Frog Puzzle,Brain and Puzzle,0,Low Maturity,100 - 500,7.1,1,2.2,7/2/2013,1,3,0,0,1,0,0,,8ec3709893669d171bd3314160d8fc43a4ffc6a3,851c6edb4a21b389c678c4c143a02afa28e78123,
com.adobe.air,Adobe AIR,Tools,0,Everyone,"50,000,000 - 100,000,000",9.9,3.9.0.141,2.2,12/18/2013,249775,4.37,171668,36945,19709,5834,15619,http://forums.adobe.com/community/air,409f9ccc10587856d6e1778a7674996951433af0,02a0f3f4b0251449056b54831904fddf3f74548c,http://www.adobe.com/misc/privacy.html
com.adobe.grouppix,Adobe GroupPix,Photography,0,Medium Maturity,"1,000 - 5,000",7.7,1.1.88,4,12/19/2013,67,4.64,55,5,4,1,2,http://www.adoberevel.com/apps/grouppix,dbc585e984484486e67e6e2941c6d48c3dd8e884,02a0f3f4b0251449056b54831904fddf3f74548c,http://www.adobe.com/privacy.html
com.adobe.livecycle,Adobe LiveCycle Mobile ES3,Business,0,Low Maturity,"100,000 - 500,000",0.77,10.0.2.0.20120416.0355,2,4/16/2012,515,4.48,378,72,28,10,27,http://www.adobe.com/products/livecycle/mobile,08949f1dd6867fd4eb026c58420b931b5ddfd54d,02a0f3f4b0251449056b54831904fddf3f74548c,
com.adobe.monocle.companion,Adobe Scout,Productivity,0,Everyone,"10,000 - 50,000",0.12,1.0.0.0,2.2,11/26/2012,156,4.56,129,8,6,4,9,http://forums.adobe.com/community/game_developers/adobe_scout,b45ec0e310c46242d6ca8c027fbfc2bcfb97ff7f,02a0f3f4b0251449056b54831904fddf3f74548c,http://www.adobe.com/privacy/policy.html
com.adobe.psmobile,Adobe Photoshop Express,Photography,0,Everyone,"10,000,000 - 50,000,000",1.3,1.3.3,1.5,3/8/2013,99247,3.96,50337,20899,12309,5200,10502,http://mobile.photoshop.com/android,a5a64fd4459673c3ce4c7033e3a95dbae37a2d6a,02a0f3f4b0251449056b54831904fddf3f74548c,http://www.adobe.com/special/misc/privacy.html
com.adobe.reader,Adobe Reader,Productivity,0,Everyone,"100,000,000 - 500,000,000",Varies with device,Varies with device,2.3.3,12/4/2013,454308,4.46,308930,86581,32734,9112,16951,http://blogs.adobe.com/readermobile/,467cda375cbe1710a661a2648f19af325b2752d5,02a0f3f4b0251449056b54831904fddf3f74548c,http://www.adobe.com/special/misc/privacy.html
com.adobe.revel.importer,Revel Importer,Photography,0,Everyone,"10,000 - 50,000",0.34,1.1.3,2.2,10/3/2013,225,4.4,170,17,13,9,16,http://www.adoberevel.com,0156f6f42f0a06139cbdf3a4a67fc441fb03588b,02a0f3f4b0251449056b54831904fddf3f74548c,http://www.adobe.com/misc/privacy.html
com.adobe.shadow.android,Adobe Edge Inspect CC,Tools,0,Low Maturity,"100,000 - 500,000",0.65,1.0.451,2.1,6/17/2013,683,4.41,486,95,41,19,42,http://www.adobe.com/go/edgeinspect_support,16490d16caa23ff63142fd3d83479ead48501cdd,02a0f3f4b0251449056b54831904fddf3f74548c,http://www.adobe.com/privacy/policy.html
com.adsk.instructables,Instructables,Lifestyle,0,Everyone,"100,000 - 500,000",8.3,1.3.1,2.2,12/18/2013,1978,4.35,1375,275,108,77,143,http://autodesk.com,3d042a34bbe7ff8bbe936a08e3cb5b4a2e04d7b5,c7da820bc5286aebbc04f65f5b91c2e69fc10e9f,http://www.autodesk.com/privacy
com.adsk.sketchbookhd,SketchBook Pro,Media & Video,2.99,Everyone,"100,000 - 500,000",11,2.9.2,4,12/17/2013,3590,4.26,2174,780,272,135,229,http://www.sketchbook.com,0675ee8c652f3deef0ec15c6a8af46733b239da0,c7da820bc5286aebbc04f65f5b91c2e69fc10e9f,http://www.autodesk.com/privacy
com.adsk.sketchbookhdexpress,SketchBook Express for Tablets,Media & Video,0,Everyone,"500,000 - 1,000,000",11,2.7.1,3,6/8/2013,2310,4.44,1616,371,139,83,101,http://www.autodesk.com,a711156b299112aa5638aff8f13384640099a910,c7da820bc5286aebbc04f65f5b91c2e69fc10e9f,http://www.autodesk.com/privacy
com.adsk.sketchbookink_gen,SketchBook Ink,Entertainment,4.9,Everyone,"5,000 - 10,000",9.6,1.6,4,8/16/2013,211,3.59,80,40,42,23,26,http://www.sketchbook.com,3d042a34bbe7ff8bbe936a08e3cb5b4a2e04d7b5,c7da820bc5286aebbc04f65f5b91c2e69fc10e9f,http://usa.autodesk.com/privacy
com.advancedprocessmanager,Android Assistant,Productivity,0,Everyone,"10,000,000 - 50,000,000",Varies with device,Varies with device,Varies with device,12/18/2013,103174,4.55,72798,20531,5931,1475,2439,http://www.myspace.com/androidapp,83d277616cd7bcdf15b848f9b37a20c3e48147e1,aa6f76c53e1d22b8e2f479f9a40531794d2f3b70,
com.adventuretime.cartoon,Adventure Time Cartoon Video,Entertainment,0,Low Maturity,"10,000 - 50,000",1.5,1.0.1,2.2,12/16/2013,285,3.86,168,33,15,15,54,,d4277651c666904bd7d0c3660ac907f94382a06d,f2653d661b7bb9baac9e2eb20e4861b3ade8db5e,
com.agilesoftresource,AndroZip™ File Manager,Productivity,0,Everyone,"10,000,000 - 50,000,000",2,4.6.3,2.2,12/9/2013,100783,4.48,68563,20434,6629,1666,3491,http://www.avg.com/ww-en/avg-labs,775731ccbbb365d6188868b4d4ac324c0b305722,ff65434802432562b80e8c9ae0d12a73b91a8072,http://www.avg.com/ww-en/privacy
com.airkast.disney,Radio Disney,Music & Audio,0,Low Maturity,"500,000 - 1,000,000",2.7,1.3,2.0.1,7/24/2013,4930,3.68,2814,385,294,215,1222,http://disneyinteractivestudios.custhelp.com/,c4d9cb1a38619bdbfd0c3af447d4de57096b2229,3feb1ce9764b33b4b72f25a3dda7c3484511ff41,http://corporate.disney.go.com/corporate/pp.html
com.airplaneparking.frenzy,Airplane Parking Frenzy,Brain and Puzzle,0,Low Maturity,"10,000 - 50,000",6.3,1,2.2,12/8/2013,309,3.6,147,43,35,17,67,http://www.facebook.com,50e680c75c91da5d711cd5cd47a1d194f10ed1ce,0d31fd77f4330be5c08f5a7a632e80e40ff86dcc,
com.aitype.android,A.I.type Keyboard Free,Productivity,0,Everyone,"10,000,000 - 50,000,000",7.7,1.9.9.91,2.0.1,12/18/2013,80989,4.48,57993,12994,4729,1692,3581,http://www.aitype.com,2ef3b10bee0eda0a995833478d84ced0282529d8,a42f29f926e0b2a54339a824d9ea84c1080d3557,http://www.aitype.com/index.php?option%3Dcom_content%26view%3Darticle%26id%3D151%26Itemid%3D117
com.aitype.android.emoji,A.I.type Emoji Plugin,Personalization,0,Everyone,"1,000,000 - 5,000,000",4.3,2,1.6,12/5/2013,10237,4,6281,1221,765,395,1575,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.ar,A.I.type Arabic Predictionary,Productivity,0,Everyone,"1,000,000 - 5,000,000",4.3,1.5,2.1,4/17/2013,7537,4.51,5816,772,355,178,416,http://www.aitype.com,2ef3b10bee0eda0a995833478d84ced0282529d8,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.bg,AItype Bulgarian Predictionary,Productivity,0,Everyone,"5,000 - 10,000",1.1,0.61,2.1,5/14/2013,50,4.1,33,3,5,4,5,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.ca,A.I.type Catalan Predictionary,Productivity,0,Everyone,"10,000 - 50,000",5.1,1.6,2.1,12/17/2013,138,4.41,96,22,7,7,6,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.cs,A.I.type Czech Predictionary,Productivity,0,Everyone,"5,000 - 10,000",5.1,1.6,2.1,11/4/2013,50,4.16,30,11,1,3,5,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.de,A.I.type German Predictionary,Productivity,0,Everyone,"100,000 - 500,000",3.4,1.6,2.1,4/17/2013,709,4.43,507,94,48,23,37,http://www.aitype.com,2ef3b10bee0eda0a995833478d84ced0282529d8,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.el,A.I.type Greek Predictionary,Productivity,0,Everyone,"10,000 - 50,000",4.5,1.6,2.1,4/17/2013,145,4.3,97,23,8,5,12,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.es,A.I.type Spanish Predictionary,Productivity,0,Everyone,"500,000 - 1,000,000",3.2,1.6,2.1,5/14/2013,2627,4.33,1698,473,229,66,161,http://www.aitype.com,2ef3b10bee0eda0a995833478d84ced0282529d8,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.fa,A.I.type Farsi Predictionary,Productivity,0,Everyone,"10,000 - 50,000",5.3,1.6,2.1,11/4/2013,171,4.29,124,14,10,5,18,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.fr,A.I.type French Predictionary,Productivity,0,Everyone,"100,000 - 500,000",4.2,1.6,2.1,6/19/2013,549,4.18,342,91,48,11,57,http://www.aitype.com,2ef3b10bee0eda0a995833478d84ced0282529d8,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.he,A.I.type Hebrew Predictionary,Productivity,0,Everyone,"100,000 - 500,000",6.9,1.8,2.1,11/14/2013,590,4.59,477,50,23,12,28,http://www.aitype.com,2ef3b10bee0eda0a995833478d84ced0282529d8,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.hr,AItype Croatian Predictionary,Productivity,0,Everyone,"1,000 - 5,000",1.2,0.61,2.1,5/14/2013,20,3.5,8,3,3,3,3,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.hu,AItype Hungarian Predictionary,Productivity,0,Everyone,"10,000 - 50,000",5.4,1.6,2.1,12/12/2013,44,4.5,33,7,0,1,3,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.it,A.I.type Italian Predictionary,Productivity,0,Everyone,"100,000 - 500,000",3.8,1.6,2.1,5/14/2013,746,4.31,494,123,49,23,57,http://www.aitype.com,2ef3b10bee0eda0a995833478d84ced0282529d8,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.ko,A.I.type Korean Predictionary,Productivity,0,Everyone,"50,000 - 100,000",4.2,1.5,2.1,4/17/2013,180,4.41,122,30,15,5,8,http://www.aitype.com,2ef3b10bee0eda0a995833478d84ced0282529d8,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.lv,A.I.type Latvian Predictionary,Productivity,0,Everyone,"1,000 - 5,000",1.2,0.61,2.1,5/2/2013,18,3.83,9,3,3,0,3,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.nb,A.I.type Norway Predictionary,Productivity,0,Everyone,"5,000 - 10,000",1.3,0.61,2.1,5/1/2013,28,4.14,19,3,1,1,4,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.nl,A.I.type Dutch Predictionary,Productivity,0,Everyone,"50,000 - 100,000",4.3,1.5,2.1,4/17/2013,191,4.26,118,37,16,8,12,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
com.aitype.android.lang.pl,A.I.type Polish Predictionary,Productivity,0,Everyone,"10,000 - 50,000",6,1.6,2.1,5/14/2013,102,4.44,76,12,5,1,8,http://www.aitype.com,64a0290c78b3d5d8201e54ad5d77ba50152b2203,a42f29f926e0b2a54339a824d9ea84c1080d3557,
